"","months_as_customer","age","policy_number","policy_bind_date","insured_zip","insured_sex","insured_education_level","insured_occupation","insured_relationship","incident_date","incident_type","collision_type","incident_severity","incident_state","incident_city","incident_hour_of_the_day","number_of_vehicles_involved","total_claim_amount","auto_make","auto_model","auto_year","fraud_reported"
"505",61,26,766193,2011-07-31,475916,"FEMALE","JD","farming-fishing","wife",2015-02-14,"Multi-vehicle Collision","Rear Collision","Major Damage","VA","Hillsdale",16,"2",314,"Ford","F150",2015,1
"506",334,46,555374,2013-01-05,454434,"MALE","MD","sales","other-relative",2015-01-03,"Single Vehicle Collision","Rear Collision","Minor Damage","WV","Hillsdale",2,"1",364,"Jeep","Grand Cherokee",1998,0
"507",12,24,491484,1994-11-18,464353,"FEMALE","PhD","tech-support","other-relative",2015-02-04,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Riverwood",13,"3",304,"Nissan","Ultima",2011,0
"508",86,29,925128,2014-08-30,610302,"MALE","High School","prof-specialty","husband",2015-01-30,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Northbrook",0,"1",445,"Accura","MDX",2005,0
"509",83,24,265093,2006-01-01,462106,"FEMALE","High School","machine-op-inspct","unmarried",2015-02-20,"Multi-vehicle Collision","Front Collision","Total Loss","NY","Arlington",0,"3",428,"Honda","CRV",2003,0
"510",126,30,267808,1998-09-10,431389,"MALE","College","sales","unmarried",2015-01-07,"Multi-vehicle Collision","Rear Collision","Total Loss","NY","Northbend",16,"3",590,"Mercedes","E400",2002,0
"511",209,38,116735,2010-01-28,442866,"MALE","High School","priv-house-serv","husband",2015-01-31,"Single Vehicle Collision","Rear Collision","Total Loss","WV","Arlington",8,"1",660,"Audi","A3",2015,0
"512",283,48,963680,2003-01-04,446755,"FEMALE","JD","sales","husband",2015-02-17,"Parked Car","No collision","Trivial Damage","NY","Hillsdale",9,"1",83,"Volkswagen","Jetta",2003,0
"513",194,34,445694,2004-05-24,464743,"MALE","JD","other-service","not-in-family",2015-01-24,"Single Vehicle Collision","Rear Collision","Total Loss","WV","Northbend",11,"1",381,"Nissan","Pathfinder",1997,0
"514",184,38,215534,1994-09-12,437889,"FEMALE","College","transport-moving","not-in-family",2015-02-02,"Multi-vehicle Collision","Side Collision","Minor Damage","PA","Northbrook",6,"3",312,"Dodge","RAM",2013,1
"515",479,60,232854,1997-07-07,473638,"FEMALE","College","other-service","husband",2015-01-09,"Single Vehicle Collision","Rear Collision","Total Loss","NY","Arlington",18,"1",412,"Honda","Civic",2001,0
"516",284,48,168260,1991-03-01,444232,"FEMALE","JD","tech-support","other-relative",2015-02-28,"Single Vehicle Collision","Side Collision","Total Loss","NY","Northbrook",11,"1",148,"Mercedes","E400",2001,0
"517",65,27,538955,2001-09-29,477695,"FEMALE","College","adm-clerical","wife",2015-01-17,"Single Vehicle Collision","Front Collision","Total Loss","WV","Arlington",17,"1",192,"Chevrolet","Silverado",2004,0
"518",222,39,243226,2012-01-10,458237,"MALE","High School","armed-forces","own-child",2015-02-09,"Multi-vehicle Collision","Front Collision","Major Damage","SC","Springfield",21,"3",711,"Jeep","Wrangler",1999,1
"519",196,41,246435,2001-07-05,441499,"MALE","JD","protective-serv","other-relative",2015-01-14,"Multi-vehicle Collision","Rear Collision","Minor Damage","SC","Hillsdale",0,"3",236,"Jeep","Grand Cherokee",2009,0
"520",253,43,582480,1991-08-07,613436,"FEMALE","Associate","tech-support","unmarried",2015-02-02,"Vehicle Theft","No collision","Trivial Damage","NY","Northbrook",9,"1",22,"Chevrolet","Tahoe",2014,0
"521",280,43,345539,2012-07-24,448912,"MALE","JD","transport-moving","own-child",2015-02-17,"Single Vehicle Collision","Front Collision","Total Loss","NY","Riverwood",1,"1",620,"Accura","RSX",2004,0
"522",5,26,924318,2014-07-27,468872,"FEMALE","PhD","farming-fishing","not-in-family",2015-01-25,"Single Vehicle Collision","Rear Collision","Total Loss","WV","Springfield",22,"1",712,"Audi","A5",2003,0
"523",220,42,726880,1994-08-08,619811,"MALE","College","farming-fishing","other-relative",2015-02-13,"Multi-vehicle Collision","Rear Collision","Minor Damage","SC","Northbend",20,"4",233,"Honda","Civic",2005,0
"524",85,30,190588,2001-12-09,614166,"FEMALE","MD","craft-repair","own-child",2015-02-20,"Multi-vehicle Collision","Rear Collision","Total Loss","SC","Northbend",9,"3",383,"Ford","F150",2004,0
"525",266,46,246705,1990-03-14,456600,"FEMALE","Associate","tech-support","own-child",2015-01-08,"Parked Car","No collision","Minor Damage","NC","Northbrook",5,"1",3,"Toyota","Corolla",2004,0
"526",41,26,619589,2006-03-28,618405,"FEMALE","JD","prof-specialty","own-child",2015-02-28,"Vehicle Theft","No collision","Trivial Damage","SC","Riverwood",12,"1",87,"Jeep","Grand Cherokee",1997,0
"527",316,45,164988,2013-12-23,430832,"FEMALE","High School","prof-specialty","husband",2015-02-12,"Multi-vehicle Collision","Side Collision","Major Damage","VA","Springfield",6,"3",644,"Suburu","Legacy",2013,0
"528",285,47,729534,1991-09-30,610989,"FEMALE","Masters","sales","other-relative",2015-01-06,"Vehicle Theft","No collision","Trivial Damage","SC","Columbus",8,"1",8,"Ford","F150",2013,0
"529",379,54,505014,2001-12-27,447750,"FEMALE","Associate","machine-op-inspct","not-in-family",2015-02-15,"Single Vehicle Collision","Front Collision","Total Loss","WV","Riverwood",14,"1",607,"Jeep","Grand Cherokee",2010,0
"530",15,34,920826,2005-04-07,608708,"FEMALE","High School","sales","other-relative",2015-01-20,"Single Vehicle Collision","Front Collision","Major Damage","WV","Northbrook",10,"1",603,"BMW","X5",2010,1
"531",354,48,534982,2003-04-08,469650,"FEMALE","Masters","sales","unmarried",2015-01-03,"Single Vehicle Collision","Front Collision","Minor Damage","SC","Columbus",12,"1",722,"Chevrolet","Malibu",1995,0
"532",342,53,110408,2005-11-14,602304,"FEMALE","College","prof-specialty","not-in-family",2015-01-26,"Single Vehicle Collision","Front Collision","Major Damage","SC","Springfield",12,"1",666,"Accura","MDX",2000,0
"533",169,38,283052,2005-01-07,459878,"MALE","PhD","craft-repair","own-child",2015-01-25,"Multi-vehicle Collision","Front Collision","Total Loss","VA","Riverwood",12,"3",647,"Mercedes","C300",2012,0
"534",339,49,840806,1994-02-14,441142,"MALE","JD","adm-clerical","not-in-family",2015-01-18,"Vehicle Theft","No collision","Minor Damage","SC","Columbus",13,"1",86,"Mercedes","ML350",2009,0
"535",259,42,382394,1996-01-23,465667,"FEMALE","PhD","armed-forces","wife",2015-01-12,"Multi-vehicle Collision","Rear Collision","Total Loss","WV","Northbend",17,"3",439,"Nissan","Pathfinder",2006,0
"536",65,23,876699,1999-12-12,473109,"FEMALE","College","sales","wife",2015-01-15,"Single Vehicle Collision","Side Collision","Major Damage","NY","Arlington",14,"1",294,"Accura","MDX",2005,1
"537",254,46,871432,2004-07-15,619794,"MALE","MD","tech-support","husband",2015-01-10,"Multi-vehicle Collision","Front Collision","Major Damage","WV","Arlington",3,"3",455,"Volkswagen","Jetta",2004,0
"538",440,55,379882,2012-11-07,602258,"FEMALE","Associate","priv-house-serv","other-relative",2015-01-23,"Multi-vehicle Collision","Side Collision","Minor Damage","NY","Riverwood",18,"3",423,"Nissan","Ultima",1995,0
"539",478,63,852002,2009-06-29,479724,"MALE","High School","adm-clerical","own-child",2015-02-21,"Parked Car","No collision","Minor Damage","VA","Northbend",5,"1",38,"Dodge","Neon",2007,1
"540",230,44,372891,2000-06-26,442210,"FEMALE","College","prof-specialty","other-relative",2015-02-17,"Single Vehicle Collision","Front Collision","Total Loss","SC","Riverwood",19,"1",589,"BMW","X5",2015,0
"541",138,30,689034,2002-01-09,463291,"FEMALE","PhD","other-service","wife",2015-01-06,"Single Vehicle Collision","Front Collision","Major Damage","VA","Hillsdale",0,"1",684,"Volkswagen","Jetta",2011,0
"542",239,41,743092,2013-11-11,474898,"FEMALE","JD","farming-fishing","other-relative",2015-02-18,"Parked Car","No collision","Trivial Damage","NC","Arlington",22,"1",116,"Mercedes","E400",2013,0
"543",93,31,599174,2008-01-14,431354,"FEMALE","MD","prof-specialty","husband",2015-02-17,"Multi-vehicle Collision","Rear Collision","Major Damage","NC","Arlington",21,"3",239,"Saab","92x",2014,0
"544",37,25,421092,2003-03-04,617460,"FEMALE","Masters","protective-serv","not-in-family",2015-01-24,"Multi-vehicle Collision","Rear Collision","Minor Damage","SC","Northbrook",4,"3",267,"Suburu","Impreza",1996,0
"545",254,40,349658,1994-06-07,609317,"MALE","MD","prof-specialty","husband",2015-01-21,"Single Vehicle Collision","Front Collision","Minor Damage","VA","Arlington",10,"1",196,"Honda","Civic",1996,1
"546",131,29,811042,2013-07-04,479821,"FEMALE","Associate","sales","own-child",2015-02-03,"Single Vehicle Collision","Front Collision","Major Damage","SC","Hillsdale",5,"1",612,"Suburu","Forrestor",2003,0
"547",230,43,505316,2002-06-30,473394,"MALE","MD","prof-specialty","wife",2015-01-07,"Single Vehicle Collision","Side Collision","Total Loss","VA","Hillsdale",13,"1",601,"Audi","A5",2002,0
"548",313,50,116645,2004-06-30,603882,"MALE","MD","armed-forces","unmarried",2015-02-02,"Multi-vehicle Collision","Side Collision","Major Damage","OH","Northbrook",18,"3",528,"Ford","F150",1995,1
"549",210,38,950880,1998-12-19,615229,"MALE","JD","tech-support","other-relative",2015-01-13,"Vehicle Theft","No collision","Minor Damage","VA","Springfield",6,"1",108,"Accura","TL",2008,0
"550",101,29,788502,2014-08-31,620197,"MALE","PhD","armed-forces","own-child",2015-02-28,"Multi-vehicle Collision","Rear Collision","Minor Damage","SC","Arlington",0,"3",505,"BMW","X6",1996,0
"551",153,37,627486,2005-11-10,438215,"MALE","High School","transport-moving","unmarried",2015-01-16,"Multi-vehicle Collision","Side Collision","Total Loss","NC","Arlington",5,"3",189,"Volkswagen","Jetta",1999,0
"552",337,53,498842,2000-05-04,444583,"MALE","Associate","armed-forces","wife",2015-02-01,"Single Vehicle Collision","Rear Collision","Minor Damage","SC","Arlington",8,"1",702,"Accura","RSX",2001,0
"553",360,51,550294,2001-11-26,471866,"MALE","Masters","handlers-cleaners","not-in-family",2015-01-30,"Vehicle Theft","No collision","Minor Damage","SC","Hillsdale",5,"1",36,"Dodge","RAM",2009,1
"554",428,53,328387,2014-05-06,616884,"FEMALE","High School","tech-support","unmarried",2015-02-16,"Parked Car","No collision","Trivial Damage","NC","Springfield",9,"1",88,"Honda","CRV",2013,0
"555",204,40,540152,1991-01-27,448310,"FEMALE","JD","sales","not-in-family",2015-01-07,"Multi-vehicle Collision","Side Collision","Minor Damage","SC","Northbend",10,"3",184,"Saab","95",2013,0
"556",364,51,385932,1992-04-28,478902,"MALE","Masters","transport-moving","wife",2015-01-10,"Single Vehicle Collision","Rear Collision","Major Damage","NY","Northbrook",16,"1",626,"Volkswagen","Jetta",2014,1
"557",185,35,618682,2000-03-04,442695,"MALE","College","other-service","own-child",2015-01-31,"Vehicle Theft","No collision","Trivial Damage","WV","Arlington",8,"1",42,"Ford","F150",2011,0
"558",63,26,550930,1995-10-12,613826,"MALE","PhD","craft-repair","own-child",2015-02-13,"Vehicle Theft","No collision","Minor Damage","NC","Northbrook",5,"1",47,"Accura","TL",2004,0
"559",210,35,998192,2014-04-25,476203,"FEMALE","College","exec-managerial","not-in-family",2015-02-22,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Riverwood",11,"3",120,"Saab","95",2006,1
"560",194,38,663938,2011-01-26,604333,"FEMALE","PhD","craft-repair","not-in-family",2015-01-08,"Multi-vehicle Collision","Rear Collision","Minor Damage","WV","Arlington",15,"3",311,"Toyota","Camry",2011,0
"561",294,49,756870,1996-01-26,442604,"MALE","Masters","farming-fishing","own-child",2015-02-04,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Columbus",23,"3",193,"Chevrolet","Malibu",2010,0
"562",272,41,337158,1991-04-08,435663,"MALE","MD","protective-serv","wife",2015-02-04,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Arlington",23,"1",686,"Ford","Escape",2009,1
"563",27,27,919875,2002-06-29,470866,"FEMALE","College","adm-clerical","own-child",2015-02-26,"Single Vehicle Collision","Front Collision","Total Loss","NY","Northbrook",23,"1",427,"Ford","Fusion",2008,0
"564",251,39,315631,1999-04-09,612908,"FEMALE","Associate","other-service","not-in-family",2015-01-08,"Single Vehicle Collision","Rear Collision","Minor Damage","NY","Hillsdale",10,"1",204,"Dodge","RAM",1997,0
"565",180,33,113464,2009-04-19,441871,"FEMALE","JD","protective-serv","own-child",2015-02-15,"Multi-vehicle Collision","Rear Collision","Minor Damage","VA","Columbus",12,"4",369,"Jeep","Grand Cherokee",2002,0
"566",392,50,556415,1991-08-22,431496,"FEMALE","PhD","exec-managerial","not-in-family",2015-01-14,"Single Vehicle Collision","Side Collision","Minor Damage","WV","Springfield",4,"1",760,"Saab","92x",2002,0
"567",143,30,250249,1991-11-28,436499,"FEMALE","High School","exec-managerial","unmarried",2015-01-12,"Single Vehicle Collision","Rear Collision","Minor Damage","SC","Riverwood",16,"1",321,"Toyota","Highlander",2010,0
"568",371,54,403776,2012-04-27,469853,"MALE","High School","craft-repair","wife",2015-01-18,"Multi-vehicle Collision","Front Collision","Major Damage","SC","Columbus",18,"3",133,"Ford","Fusion",2010,1
"569",292,42,396002,2007-03-04,605369,"MALE","JD","machine-op-inspct","other-relative",2015-01-15,"Multi-vehicle Collision","Rear Collision","Total Loss","WV","Riverwood",15,"3",690,"Chevrolet","Malibu",2007,0
"570",165,35,976908,2012-12-31,448466,"MALE","College","craft-repair","own-child",2015-02-24,"Single Vehicle Collision","Front Collision","Total Loss","SC","Springfield",8,"1",538,"BMW","3 Series",2008,0
"571",158,33,509489,2013-12-21,432786,"MALE","JD","prof-specialty","unmarried",2015-02-07,"Multi-vehicle Collision","Rear Collision","Total Loss","WV","Springfield",4,"3",152,"Volkswagen","Jetta",1998,0
"572",241,39,485295,2005-04-28,473591,"FEMALE","JD","adm-clerical","own-child",2015-02-22,"Multi-vehicle Collision","Side Collision","Minor Damage","SC","Northbrook",20,"3",158,"Jeep","Wrangler",2010,0
"573",103,33,361829,1994-09-17,618418,"FEMALE","Masters","other-service","wife",2015-01-19,"Multi-vehicle Collision","Side Collision","Major Damage","NY","Northbend",1,"3",648,"Dodge","RAM",2014,0
"574",402,54,603632,2003-08-16,444558,"MALE","JD","farming-fishing","not-in-family",2015-02-28,"Single Vehicle Collision","Rear Collision","Major Damage","NY","Springfield",19,"1",511,"Mercedes","ML350",2013,1
"575",102,32,783494,2014-09-02,457733,"MALE","JD","tech-support","wife",2015-02-04,"Single Vehicle Collision","Side Collision","Total Loss","OH","Northbend",11,"1",229,"Chevrolet","Silverado",2004,1
"576",182,40,439049,2011-12-12,466161,"MALE","PhD","other-service","husband",2015-02-17,"Single Vehicle Collision","Front Collision","Total Loss","SC","Northbend",13,"1",558,"Audi","A3",2008,0
"577",282,46,502634,1991-08-17,450800,"MALE","MD","other-service","wife",2015-02-17,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Springfield",2,"1",534,"BMW","M5",2012,0
"578",222,39,378588,2004-02-29,458993,"MALE","High School","transport-moving","not-in-family",2015-01-17,"Multi-vehicle Collision","Rear Collision","Major Damage","SC","Northbrook",9,"3",331,"Saab","93",1996,1
"579",415,52,794731,2015-02-22,468634,"MALE","PhD","machine-op-inspct","not-in-family",2015-02-02,"Multi-vehicle Collision","Rear Collision","Total Loss","WV","Arlington",15,"2",268,"Toyota","Highlander",2003,0
"580",51,34,641934,2013-12-25,461264,"MALE","PhD","machine-op-inspct","unmarried",2015-02-12,"Single Vehicle Collision","Side Collision","Major Damage","NY","Springfield",23,"1",465,"Honda","Civic",2007,1
"581",255,45,113516,1990-10-13,600184,"MALE","High School","sales","own-child",2015-01-04,"Single Vehicle Collision","Front Collision","Total Loss","NC","Riverwood",16,"1",507,"Ford","Fusion",2006,0
"582",143,31,425631,2014-07-05,604874,"MALE","Associate","protective-serv","husband",2015-02-21,"Multi-vehicle Collision","Side Collision","Major Damage","NC","Arlington",21,"4",610,"Audi","A5",1999,0
"583",130,28,542245,1991-11-25,462377,"FEMALE","JD","farming-fishing","other-relative",2015-01-23,"Multi-vehicle Collision","Front Collision","Minor Damage","SC","Hillsdale",21,"2",693,"Ford","Fusion",2010,0
"584",242,41,512894,1990-10-02,619657,"MALE","Masters","protective-serv","unmarried",2015-02-12,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Northbrook",3,"3",515,"Toyota","Corolla",2009,0
"585",96,27,633090,2009-02-17,437323,"FEMALE","High School","priv-house-serv","wife",2015-01-23,"Parked Car","No collision","Trivial Damage","WV","Arlington",4,"1",71,"Nissan","Pathfinder",2007,0
"586",180,35,464234,2005-07-17,432148,"MALE","MD","machine-op-inspct","wife",2015-02-10,"Vehicle Theft","No collision","Minor Damage","OH","Springfield",17,"1",46,"Chevrolet","Malibu",2000,0
"587",150,30,290162,1994-03-12,439690,"MALE","College","sales","own-child",2015-01-10,"Vehicle Theft","No collision","Trivial Damage","WV","Springfield",7,"1",35,"Volkswagen","Jetta",2013,0
"588",463,59,638155,1994-08-03,601848,"FEMALE","JD","exec-managerial","not-in-family",2015-02-12,"Multi-vehicle Collision","Front Collision","Major Damage","SC","Columbus",14,"2",573,"Chevrolet","Tahoe",1999,1
"589",472,64,911429,2012-08-25,615821,"MALE","Masters","other-service","not-in-family",2015-02-21,"Single Vehicle Collision","Front Collision","Major Damage","NY","Northbrook",13,"1",555,"Mercedes","ML350",2002,0
"590",75,25,106186,2011-12-02,472475,"FEMALE","Associate","priv-house-serv","husband",2015-01-18,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Springfield",23,"2",481,"Saab","93",2011,0
"591",193,40,311783,2005-02-25,457463,"FEMALE","College","handlers-cleaners","husband",2015-02-28,"Multi-vehicle Collision","Side Collision","Total Loss","PA","Hillsdale",23,"3",467,"Ford","Escape",1999,0
"592",43,43,528385,1997-11-07,604861,"FEMALE","Associate","armed-forces","not-in-family",2015-01-19,"Single Vehicle Collision","Rear Collision","Major Damage","WV","Arlington",16,"1",658,"Honda","CRV",1996,1
"593",253,41,228403,2004-04-20,471519,"FEMALE","College","machine-op-inspct","not-in-family",2015-01-11,"Single Vehicle Collision","Rear Collision","Total Loss","SC","Northbrook",17,"1",356,"Chevrolet","Tahoe",1995,0
"594",152,30,209177,2009-11-17,618682,"FEMALE","JD","craft-repair","wife",2015-02-11,"Single Vehicle Collision","Side Collision","Major Damage","VA","Northbrook",9,"1",689,"Toyota","Highlander",2000,1
"595",160,38,497929,2009-09-19,441425,"MALE","High School","sales","wife",2015-01-09,"Multi-vehicle Collision","Side Collision","Major Damage","SC","Hillsdale",13,"3",498,"Mercedes","ML350",1996,0
"596",56,36,735844,2009-11-08,609336,"MALE","JD","farming-fishing","own-child",2015-01-20,"Single Vehicle Collision","Rear Collision","Major Damage","NC","Springfield",13,"1",379,"Ford","Escape",2001,0
"597",286,41,710741,2001-09-12,603320,"FEMALE","College","prof-specialty","other-relative",2015-02-26,"Parked Car","No collision","Trivial Damage","WV","Columbus",3,"1",43,"Dodge","RAM",2003,0
"598",3,29,276804,1992-11-27,615446,"FEMALE","JD","priv-house-serv","unmarried",2015-02-02,"Parked Car","No collision","Trivial Damage","PA","Springfield",3,"1",43,"Mercedes","E400",2008,1
"599",286,41,507545,1998-12-07,435967,"FEMALE","High School","sales","other-relative",2015-01-04,"Multi-vehicle Collision","Front Collision","Major Damage","NY","Columbus",16,"3",325,"Saab","92x",2007,0
"600",239,38,485642,1990-08-25,610246,"FEMALE","Masters","handlers-cleaners","other-relative",2015-02-19,"Multi-vehicle Collision","Front Collision","Major Damage","WV","Northbrook",12,"3",433,"Saab","93",2003,0
"601",64,29,796375,2011-10-22,479327,"MALE","High School","exec-managerial","other-relative",2015-01-12,"Single Vehicle Collision","Side Collision","Minor Damage","VA","Hillsdale",4,"1",199,"Nissan","Pathfinder",2007,1
"602",98,31,171183,1990-02-01,468300,"MALE","Masters","machine-op-inspct","wife",2015-01-24,"Single Vehicle Collision","Front Collision","Minor Damage","NC","Riverwood",3,"1",463,"Ford","Escape",1997,0
"603",16,35,110084,1990-11-27,612660,"MALE","JD","sales","own-child",2015-02-17,"Single Vehicle Collision","Rear Collision","Total Loss","SC","Hillsdale",0,"1",331,"Volkswagen","Jetta",2008,1
"604",70,27,714784,2004-07-16,466691,"FEMALE","Masters","adm-clerical","own-child",2015-01-13,"Vehicle Theft","No collision","Trivial Damage","WV","Columbus",19,"1",32,"Toyota","Camry",2000,0
"605",75,27,143924,1993-12-10,468515,"MALE","JD","armed-forces","other-relative",2015-02-28,"Multi-vehicle Collision","Side Collision","Minor Damage","SC","Hillsdale",15,"2",565,"Toyota","Highlander",2008,0
"606",246,44,996850,1995-03-08,614521,"MALE","High School","machine-op-inspct","not-in-family",2015-01-03,"Single Vehicle Collision","Rear Collision","Minor Damage","NY","Arlington",6,"1",431,"Accura","MDX",1997,0
"607",110,27,284834,2009-08-03,465921,"FEMALE","Associate","priv-house-serv","own-child",2015-02-05,"Single Vehicle Collision","Side Collision","Total Loss","SC","Springfield",3,"1",365,"Audi","A3",2010,0
"608",236,39,830878,1996-11-03,604555,"FEMALE","Masters","exec-managerial","wife",2015-01-01,"Parked Car","No collision","Minor Damage","NY","Springfield",17,"1",109,"Accura","RSX",2003,0
"609",267,46,270208,2004-08-09,616276,"FEMALE","MD","adm-clerical","wife",2015-01-06,"Multi-vehicle Collision","Front Collision","Total Loss","VA","Riverwood",4,"4",622,"Volkswagen","Jetta",1996,0
"610",463,57,407958,1991-07-20,463356,"MALE","Masters","priv-house-serv","wife",2015-02-03,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Springfield",14,"1",391,"Dodge","Neon",1995,0
"611",303,46,832300,2005-01-14,450184,"MALE","Masters","machine-op-inspct","husband",2015-02-12,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Northbrook",3,"3",328,"Toyota","Corolla",2006,0
"612",137,30,927205,2011-12-16,466393,"MALE","MD","exec-managerial","unmarried",2015-02-16,"Multi-vehicle Collision","Front Collision","Minor Damage","WV","Columbus",4,"3",588,"Chevrolet","Tahoe",2005,0
"613",56,42,655356,1996-07-07,471786,"FEMALE","Associate","adm-clerical","not-in-family",2015-02-25,"Single Vehicle Collision","Rear Collision","Total Loss","NY","Columbus",13,"1",425,"BMW","X5",1998,0
"614",75,27,831053,1992-08-05,602289,"MALE","High School","handlers-cleaners","not-in-family",2015-01-21,"Multi-vehicle Collision","Front Collision","Minor Damage","SC","Northbrook",23,"3",653,"Volkswagen","Passat",2003,0
"615",131,33,432740,1990-10-09,445120,"MALE","MD","sales","wife",2015-01-28,"Parked Car","No collision","Minor Damage","NY","Northbend",3,"1",41,"Toyota","Camry",2010,0
"616",153,34,893853,1994-02-27,449260,"MALE","High School","tech-support","other-relative",2015-02-27,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Springfield",0,"3",630,"Nissan","Pathfinder",2000,0
"617",255,43,594988,2007-05-06,472724,"FEMALE","JD","transport-moving","unmarried",2015-02-10,"Multi-vehicle Collision","Side Collision","Major Damage","SC","Columbus",14,"2",596,"Nissan","Maxima",2007,1
"618",103,26,979544,2014-04-21,475173,"MALE","MD","tech-support","husband",2015-01-18,"Multi-vehicle Collision","Front Collision","Minor Damage","NY","Arlington",14,"2",175,"Volkswagen","Passat",2010,0
"619",97,28,191891,2010-02-11,443854,"MALE","JD","farming-fishing","husband",2015-01-13,"Single Vehicle Collision","Rear Collision","Total Loss","SC","Springfield",22,"1",216,"Jeep","Wrangler",2006,0
"620",214,36,831479,2000-06-04,461418,"FEMALE","Associate","machine-op-inspct","own-child",2015-01-31,"Multi-vehicle Collision","Front Collision","Minor Damage","NY","Springfield",17,"3",226,"Saab","93",2006,0
"621",438,57,714346,1991-10-05,616164,"FEMALE","MD","machine-op-inspct","husband",2015-01-15,"Single Vehicle Collision","Side Collision","Minor Damage","SC","Hillsdale",14,"1",176,"Volkswagen","Passat",2000,1
"622",87,27,326289,2004-01-03,620962,"FEMALE","Masters","transport-moving","own-child",2015-02-13,"Single Vehicle Collision","Side Collision","Minor Damage","NY","Riverwood",2,"1",144,"Ford","F150",1996,0
"623",27,28,944537,1992-07-23,465201,"MALE","MD","protective-serv","wife",2015-02-13,"Parked Car","No collision","Trivial Damage","WV","Riverwood",4,"1",14,"Jeep","Grand Cherokee",2012,0
"624",206,42,779156,1993-10-10,470488,"MALE","High School","machine-op-inspct","unmarried",2015-01-03,"Single Vehicle Collision","Rear Collision","Major Damage","VA","Hillsdale",2,"1",646,"Saab","92x",1997,1
"625",127,31,856153,2002-07-09,462250,"MALE","Associate","sales","not-in-family",2015-01-13,"Parked Car","No collision","Minor Damage","SC","Riverwood",10,"1",75,"Nissan","Ultima",1996,0
"626",422,60,473338,2010-11-14,436408,"FEMALE","MD","machine-op-inspct","own-child",2015-02-14,"Single Vehicle Collision","Front Collision","Major Damage","NC","Northbrook",11,"1",695,"Mercedes","E400",1999,0
"627",303,50,521694,1997-03-03,464230,"MALE","Masters","sales","not-in-family",2015-01-20,"Multi-vehicle Collision","Side Collision","Major Damage","SC","Springfield",1,"4",576,"Dodge","Neon",2010,0
"628",228,40,136520,1997-03-01,478609,"MALE","Associate","exec-managerial","husband",2015-01-18,"Parked Car","No collision","Trivial Damage","WV","Northbend",20,"1",72,"Toyota","Camry",2010,0
"629",239,39,730819,1990-08-18,437156,"FEMALE","JD","protective-serv","wife",2015-01-03,"Single Vehicle Collision","Front Collision","Major Damage","SC","Riverwood",10,"1",709,"BMW","X6",2014,1
"630",330,47,912665,2014-05-28,432218,"FEMALE","High School","craft-repair","wife",2015-03-01,"Multi-vehicle Collision","Side Collision","Total Loss","NY","Northbrook",20,"2",410,"Ford","F150",1999,1
"631",128,35,469966,2004-07-22,620493,"FEMALE","MD","machine-op-inspct","other-relative",2015-01-01,"Multi-vehicle Collision","Front Collision","Minor Damage","NY","Columbus",10,"3",713,"Chevrolet","Malibu",2008,0
"632",147,37,952300,2009-08-02,475391,"FEMALE","Associate","prof-specialty","husband",2015-01-29,"Multi-vehicle Collision","Rear Collision","Total Loss","SC","Springfield",2,"2",311,"Accura","MDX",2004,0
"633",287,45,322609,2007-07-05,440720,"MALE","Masters","transport-moving","not-in-family",2015-01-10,"Single Vehicle Collision","Front Collision","Minor Damage","VA","Springfield",19,"1",313,"Accura","MDX",2006,0
"634",142,29,890280,2010-01-24,606942,"FEMALE","MD","craft-repair","husband",2015-01-29,"Single Vehicle Collision","Rear Collision","Major Damage","NY","Columbus",10,"1",323,"Mercedes","E400",1995,1
"635",162,35,431583,2000-05-15,446971,"FEMALE","Masters","handlers-cleaners","husband",2015-02-20,"Single Vehicle Collision","Side Collision","Major Damage","WV","Arlington",14,"1",322,"Toyota","Camry",2001,0
"636",140,35,155912,2008-03-21,470538,"FEMALE","High School","craft-repair","wife",2015-01-21,"Parked Car","No collision","Trivial Damage","SC","Columbus",5,"1",10,"Chevrolet","Tahoe",1997,1
"637",106,28,110143,1990-05-07,601177,"MALE","High School","craft-repair","own-child",2015-01-18,"Vehicle Theft","No collision","Minor Damage","WV","Hillsdale",8,"1",55,"Saab","95",1999,0
"638",292,45,808544,1991-02-05,451470,"MALE","Masters","craft-repair","unmarried",2015-01-09,"Vehicle Theft","No collision","Trivial Damage","WV","Northbend",4,"1",97,"Suburu","Impreza",1997,0
"639",34,34,409074,1992-03-19,438529,"FEMALE","PhD","priv-house-serv","husband",2015-01-13,"Multi-vehicle Collision","Side Collision","Major Damage","NC","Columbus",4,"3",265,"Audi","A3",1997,1
